,curr_longitude,prev_latitude,curr_latitude,prev_longitude
400,4.897296,52.38072,52.381166,4.88119
122,4.879597,52.36744,52.366448,4.9393
294,4.882518,52.37199,52.370187,4.87636
284,4.879064,52.37037,52.371961,4.88989
303,4.877361,52.376474,52.37055,4.872617
226,4.890872,52.36364,52.367945,4.9068000000000005
30,4.879214,52.370157,52.371781,4.882549
91,4.883347,52.347405,52.383553,4.911122
86,4.88794,52.36182,52.368807,4.94011
403,4.887677,52.375075,52.368539,4.902915
294,4.885145,52.38629,52.379666,4.87439
179,4.882629,52.38095,52.373202,4.88567
153,4.885085,52.39452,52.372728,4.8722900000000005
162,4.888894,52.3864,52.373526,4.87413
284,4.895154,52.37358,52.377057,4.87613
398,4.884928,52.37963,52.372622,4.92263
235,4.894088,52.36107,52.379062,4.90722
233,4.885393,52.379062,52.387176,4.894088
238,4.897365,52.38116,52.381127,4.88379
403,4.8945989999999995,52.372622,52.378947,4.884928
104,4.8825400000000005,52.36676,52.370265,4.89181
143,4.8926300000000005,52.381173,52.375468,4.897245
436,4.897155,52.39253,52.38122,4.87909
374,4.879439,52.372873,52.367867,4.904232
23,4.881993,52.37308,52.370196,4.88859
370,4.88618,52.382967,52.37966,4.85071
178,4.890162,52.37323,52.372574,4.88256
240,4.887714,52.381127,52.385004,4.897365
361,4.8903289999999995,52.393789,52.374317,4.876495
363,4.895376,52.37849,52.377529,4.84725
287,4.8974709999999995,52.39198,52.381159,4.87711
367,4.894507,52.367867,52.369308,4.879439
120,4.891123,52.35127,52.38081,4.90026
56,4.9012,52.36707,52.37424,4.89537
38,4.8926169999999995,52.38744,52.367092,4.92328
191,4.880655,52.380417,52.375794,4.88807
107,4.88072,52.376612,52.365684,4.89093
23,4.883876,52.38378,52.378559,4.87637
304,4.889314,52.37895,52.38105,4.89398
427,4.892828,52.376038,52.367048,4.906623
8,4.880708,52.40117,52.381196,4.892344
345,4.891129,52.37119,52.382749,4.89884
304,4.8807659999999995,52.368,52.374001,4.87937
230,4.895985,52.38751,52.370451,4.88507
71,4.892822,52.35398,52.375677,4.8832
390,4.88183,52.37424,52.365955,4.901859
308,4.888926,52.35757,52.375566,4.88793
188,4.890372,52.37582,52.379854,4.8807
389,4.887643,52.36592,52.368462,4.88197
283,4.882157,52.3441,52.372431,4.8913
383,4.889098,52.34538,52.373036,4.891
84,4.8971979999999995,52.36884,52.381189,4.888
130,4.881637,52.34159,52.374201,4.9099
343,4.876173,52.391174,52.371244,4.912734
321,4.89016,52.38029,52.373949,4.88863
103,4.893247,52.37491,52.380377,4.8897200000000005
236,4.8945419999999995,52.37606,52.378935,4.9065
197,4.89387,52.374325,52.378903,4.874932
324,4.880609,52.370154,52.366982,4.929277
425,4.88139,52.3719,52.370052,4.88821
245,4.878526,52.35529,52.368729,4.8817900000000005
355,4.881223,52.3864,52.378012,4.87407
269,4.889548,52.363536,52.372375,4.9030819999999995
130,4.876889,52.37423,52.370237,4.88159
247,4.884736,52.37688,52.37663,4.89495
312,4.893593,52.37,52.376436,4.8882
261,4.89367,52.37031,52.371262,4.88989
263,4.894513,52.38676,52.379372,4.86939
296,4.890653,52.381151,52.38019,4.897332
360,4.890791,52.37747,52.371852,4.89555
117,4.878764,52.40127,52.369136,4.89246
89,4.901048,52.38637,52.374224,4.8741
297,4.88564,52.38158,52.375466,4.89604
432,4.875737,52.3631,52.371894,4.90988
13,4.937265,52.36661,52.348442,4.8826
71,4.921,52.37567,52.34936,4.89297
89,4.9305,52.38359,52.35386,4.88321
136,4.915513,52.34815,52.346173,4.89999
177,4.9284300000000005,52.361677,52.35389,4.939175
200,4.94619,52.3674,52.35718,4.93929
259,4.913704,52.37116,52.333735,4.89369
266,4.93133,52.37229,52.35575,4.88945
303,4.9444,52.37399,52.35002,4.88079
327,4.93981,52.367,52.35443,4.88086
298,4.933549,52.35299,52.352074,4.99927
15,4.920382,52.371789,52.339348,4.907752
409,4.9374389999999995,52.35303,52.351976,4.89269
413,4.91394,52.374144,52.333383,4.901323
76,4.921485,52.34929,52.350303,4.92104
14,4.91954,52.34847,52.345908,4.93721
110,4.935307,52.370249,52.353262,4.882548
228,4.919079,52.360413,52.349887,4.887941
294,4.917377,52.381159,52.348291,4.8974709999999995
88,4.931232,52.381182,52.346247,4.897192
184,4.937763,52.38637,52.349013,4.874324
376,4.9164200000000005,52.395164,52.344202,4.878011
401,4.917898,52.35204,52.344155,4.93739
61,4.917718,52.3779,52.349425,4.84666
15,4.930528,52.339307,52.353544,4.9203779999999995
341,4.918638,52.347777,52.349962,4.910862
337,4.919928,52.3712,52.33952,4.93976
19,4.914176,52.34744,52.333,4.8891
203,4.916608,52.35718,52.344046,4.94619
34,4.955781,52.373296,52.355039,4.887039
140,4.914541,52.370167,52.347832,4.882428
292,4.9281,52.34834,52.355256,4.9173
415,4.914915,52.35611,52.345992,4.90294
398,4.955699,52.34476,52.355108,4.899
217,4.918823,52.37058,52.350018,4.89817
323,4.917705,52.37642,52.348715,4.89365
26,4.919526,52.37018,52.345881,4.92919
66,4.928968,52.34948,52.354258,4.91739
373,4.914277,52.36931,52.348608,4.89466
66,4.91783,52.35426,52.3495,4.92919
243,4.916674,52.350527,52.344105,4.889884
25,4.938157,52.34587,52.349269,4.91946
102,4.955692,52.3574,52.355059,4.99073
365,4.929799,52.37688,52.354133,4.8946000000000005
384,4.919555,52.3759,52.345874,4.90716
139,4.917488,52.37216,52.347502,4.8997
348,4.92093,52.33952,52.338134,4.919928
136,4.919286,52.347502,52.334587,4.917488
312,4.9154979999999995,52.37472,52.346178,4.88096
147,4.949143,52.37185,52.34185,4.89091
383,4.947568,52.34587,52.342912,4.91938
180,4.929438,52.353875,52.343241,4.928412
143,4.9379729999999995,52.38239,52.348889,4.88584
190,4.937361,52.34899,52.351961,4.9379
256,4.918062,52.3619,52.343835,4.91166
178,4.942022,52.34319,52.349139,4.92948
153,4.918765,52.37287,52.349998,4.942
180,4.9369879999999995,52.34689,52.356875,4.8764400000000006
410,4.918933,52.35427,52.349239,4.88088
217,4.91521,52.34992,52.346292,4.91915
263,4.915478,52.355792,52.346216,4.931373
58,4.919258,52.361268,52.334605,4.886653
330,4.945942,52.37293,52.357305,4.87892
190,4.931814,52.356875,52.352912,4.9369879999999995
290,4.919408,52.35202,52.345993,4.9335
140,4.948515,52.34893,52.342231,4.9381
402,4.913575,52.36132,52.34842,4.90759
74,4.954911,52.38919,52.355498,4.87957
417,4.921669,52.35995,52.349578,4.8915
189,4.933965,52.35292,52.352445,4.93189
124,4.92038,52.362846,52.339515,4.9317709999999995
10,4.921816,52.38487,52.349816,4.87493
190,4.919469,52.35244,52.345959,4.93405
185,4.941514,52.345959,52.354881,4.919469
411,4.913365,52.37205,52.347621,4.8894
9,4.928148,52.38118,52.355226,4.88085
57,4.914439,52.334549,52.34744,4.919293
234,4.916261,52.36797,52.344053,4.8909
314,4.913313,52.36228,52.347605,4.913
232,4.919463,52.36711,52.345948,4.89536
278,4.914552,52.3783,52.346177,4.84708
281,4.95793,52.3843,52.29749,4.84764
245,4.94602,52.366306,52.311867,4.882434
412,4.957768,52.34819,52.297527,4.89989
252,4.95703,52.3117,52.29737,4.94593
23,4.87943,52.35314,52.36269,4.86263
31,4.872975,52.38365,52.37133,4.88649
46,4.8796800000000005,52.3731,52.3626,4.90079
68,4.85903,52.37853,52.37034,4.84719
104,4.85977,52.37622,52.37422,4.88253
149,4.8556,52.36545,52.37061,4.898641
154,4.87064,52.37884,52.37126,4.89441
184,4.86926,52.3453,52.36868,4.89745
201,4.8558,52.3665,52.37232,4.87871
207,4.87405,52.34985,52.36151,4.91908
230,4.8721,52.345948,52.36742,4.919463
234,4.86794,52.37699,52.3689,4.88715
246,4.85075,52.38818,52.36676,4.88003
260,4.87296,52.368968,52.36784,4.878493
264,4.87269,52.37925,52.36289,4.89448
307,4.8652,52.37566,52.36803,4.8886
324,4.8586,52.37354,52.37072,4.88504
326,4.86811,52.381252,52.368430000000004,4.897286
351,4.87481,52.34635,52.36797,4.90725
353,4.87572,52.367258,52.36609,4.918978
373,4.870642,52.3878,52.364946,4.83691
403,4.85343,52.34845,52.37064,4.9135
419,4.87505,52.36533,52.36339,4.90218
426,4.87597,52.36993,52.36301,4.88149
83,4.85732,52.401187,52.372861,4.892355
108,4.85903,52.38049,52.370117,4.8932
381,4.878315,52.3847,52.364339,4.87916
1,4.87289,52.373780000000004,52.363603,4.88593
285,4.854744,52.381169,52.366741,4.89735
13,4.879947,52.355283,52.362831,4.890363
20,4.861732,52.332997,52.360039,4.914178
13,4.853788,52.362831,52.372664,4.879947
376,4.876562,52.3653,52.365594,4.87946
297,4.8754729999999995,52.37254,52.364517,4.88229
343,4.878614,52.36847,52.362143,4.86808
68,4.858152,52.37464,52.371471,4.8732
213,4.872898,52.37235,52.363937,4.85582
327,4.8703769999999995,52.38306,52.367926,4.848338
396,4.879793,52.35398,52.362807,4.9006
204,4.864987,52.37621,52.364601,4.89328
351,4.863678,52.36794,52.374867,4.87484
143,4.871602,52.376467,52.364352,4.93771
106,4.874895,52.37014,52.369666,4.85899
256,4.857193,52.35061,52.358329,4.8889700000000005
78,4.867874,52.372861,52.36559,4.85732
174,4.858238,52.38117,52.371473,4.897265
346,4.853358,52.37489,52.365714,4.86364
148,4.873112,52.36441,52.363462,4.8715
279,4.862125,52.3666,52.359673,4.88259
310,4.853728,52.367453,52.370468,4.882308
367,4.870182,52.37982,52.367204,4.88608
202,4.878603,52.34417,52.363527,4.91677
349,4.854493,52.366078,52.370762,4.875686
385,4.871646,52.35548,52.364337,4.9557
251,4.8783900000000004,52.37743,52.364293,4.89459
277,4.861972,52.35957,52.371915,4.86215
171,4.857976,52.373808,52.373215,4.875055
391,4.856811,52.36435,52.358132,4.8716
212,4.877536,52.364601,52.36427,4.864987
329,4.845585,52.347605,52.371903,4.913313
421,4.87293,52.376457,52.366052,4.8809629999999995
154,4.856688,52.363509,52.358182,4.873152
152,4.8754290000000005,52.35819,52.366987,4.85675
261,4.863491,52.36425,52.373562,4.8783900000000004
288,4.874721,52.29747,52.362571,4.957990000000001
372,4.861078,52.386316,52.365495,4.874384
127,4.859033,52.3666,52.368475,4.88001
20,4.865742,52.370196,52.361096,4.881993
63,4.864294,52.372193,52.36767,4.876459
177,4.8545,52.37891,52.366995,4.89444
121,4.860067,52.368475,52.370618,4.859033
0,4.875845,52.373780000000004,52.364425,4.88305
288,4.862406,52.3627,52.36199,4.87469
180,4.858107,52.36697,52.371397,4.85446
223,4.856756,52.37357,52.371316,4.88511
327,4.863236,52.36202,52.360496,4.87837
21,4.877048,52.37848,52.363371,4.88379
328,4.873558,52.36052,52.367216,4.86328
158,4.85513,52.34981,52.359992,4.91884
61,4.86032,52.37235,52.37489,4.8906600000000005
37,4.858203,52.37862,52.371372,4.89406
256,4.864665,52.38563,52.373885,4.88779
294,4.853408,52.35148,52.365777,4.87342
284,4.855327,52.37189,52.358982,4.86221
293,4.858155,52.36197,52.371296,4.86232
153,4.855105,52.36695,52.35716,4.8757
298,4.87441,52.3789,52.371723,4.8945
244,4.875744,52.3886,52.361912,4.87986
272,4.8618500000000004,52.35904,52.366013,4.8552800000000005
129,4.869496,52.38094,52.361238,4.8914
148,4.868281,52.36567,52.370123,4.88066
363,4.877877,52.37333,52.3634,4.90141
374,4.874345,52.368242,52.367884,4.878553
60,4.863041,52.37486,52.360455,4.86021
111,4.878339,52.37202,52.363795,4.8884
359,4.870507,52.38791,52.369516,4.89022
179,4.863461,52.37129,52.370575,4.8582
148,4.854552,52.35714,52.366552,4.85509
69,4.866488,52.365223,52.361831,4.879573
365,4.87299,52.36783,52.366096,4.87444
126,4.880092,52.370618,52.363099,4.860067
189,4.851169,52.37132,52.369345,4.85826
66,4.852881,52.38595,52.364079,4.84591
380,4.849009,52.38635,52.372271,4.874328
84,4.878954,52.346257,52.3639,4.931232
11,4.881011,52.37265,52.362769,4.8537
123,4.870225,52.36131,52.370447,4.86955
64,4.867223,52.3618,52.363072,4.86661
355,4.853577,52.37184,52.362211,4.89079
181,4.859852,52.37253,52.372264,4.89039
209,4.857153,52.34436,52.357949,4.89111
104,4.864988,52.36564,52.36602,4.8808
104,4.87711,52.353315,52.36407,4.935282
70,4.875579,52.363072,52.3618,4.867223
236,4.868762,52.37046,52.370443,4.896
345,4.871996,52.3502,52.367473,4.9185
359,4.862913,52.36219,52.360465,4.8535900000000005
403,4.870233,52.347621,52.370686,4.913365
151,4.8563600000000005,52.360007,52.362502,4.85515
126,4.876873,52.3546,52.365152,4.905963
367,4.8810009999999995,52.36718,52.362721,4.87039
159,4.859456,52.37442,52.373118,4.8674
358,4.857454,52.36352,52.362128,4.8776600000000006
378,4.870229,52.342912,52.365503,4.947568
306,4.8766549999999995,52.35,52.362148,4.94437
299,4.87673,52.36324,52.363,4.936
306,4.855528,52.34616,52.364229,4.91553
262,4.864923,52.394414,52.360267,4.876363
307,4.870689,52.37714,52.366725,4.93892
305,4.85391,52.37055,52.370231,4.877361
69,4.881434,52.35037,52.362282,4.92147
387,4.854491,52.3425,52.370806,4.90198
405,4.870583,52.36879,52.364969,4.88796
105,4.860146,52.36601,52.371338,4.86497
285,4.86923,52.364917,52.361206,4.875658
257,4.867677,52.34538,52.365564,4.8590800000000005
146,4.873641,52.37011,52.361272,4.86832
386,4.86262,52.36844,52.364933,4.88781
10,4.866213,52.381168,52.36052,4.897213
405,4.873555,52.37765,52.365438,4.89245
28,4.868381,52.37173,52.359991,4.87911
159,4.879615,52.37314,52.362757,4.859
407,4.854354,52.37069,52.360509,4.85329
139,4.856547,52.37542,52.35934,4.8925
50,4.859583,52.360905,52.358398,4.886652
128,4.870172,52.370237,52.370262,4.876889
102,4.85456,52.371338,52.370823,4.860146
278,4.879898,52.36679,52.362728,4.8548
51,4.86958,52.358398,52.366354,4.859583
30,4.875139,52.35986,52.369662,4.86841
374,4.872096,52.38465,52.365952,4.8698
310,4.877757,52.37044,52.36476,4.85389
23,4.854815,52.363371,52.374085,4.877048
403,4.861305,52.34019,52.360125,4.84365
389,4.869803,52.37081,52.360418,4.85449
156,4.854786,52.36269,52.372421,4.87969
328,4.868241,52.367842,52.370091,4.870129
234,4.853365,52.370443,52.367215,4.868762
370,4.873026,52.36589,52.367445,4.87201
171,4.853355,52.360072,52.365672,4.891277
184,4.867924,52.372264,52.368626,4.859852
369,4.865176,52.3656,52.364299,4.87658
274,4.852664,52.36266,52.367331,4.8798
309,4.864303,52.364875,52.363337,4.877954
270,4.858654,52.346216,52.374432,4.915478
324,4.849362,52.37011,52.372196,4.86845
238,4.860733,52.37891,52.374842,4.8946000000000005
27,4.859311,52.3493,52.36071,4.93816
328,4.859351,52.35447,52.366516,4.93979
24,4.83409,52.342288,52.34559,4.846054
37,4.815785,52.37128,52.346105,4.85825
84,4.81148,52.34606,52.3455,4.86426
152,4.793223,52.36995,52.341502,4.90155
405,4.81196,52.3649,52.34633,4.8706700000000005
347,4.804521,52.3653,52.344337,4.89859
390,4.806849,52.364438,52.345427,4.878183
149,4.81216,52.37702,52.345694,4.882247
66,4.821834,52.37136,52.340192,4.85825
364,4.825553,52.36045,52.341627,4.86299
45,4.821829,52.37429,52.340152,4.90473
438,4.8253900000000005,52.34545,52.341646,4.83438
346,4.821525,52.37538,52.339925,4.885705
240,4.810771,52.348444,52.346207,4.918536
310,4.804937,52.3491,52.344398,4.87618
407,4.821854,52.36508,52.340155,4.89364
37,4.793266,52.39152,52.34151,4.87809
421,4.834344,52.34155,52.345571,4.8253900000000005
235,4.814309,52.34615,52.346239,4.81072
52,4.786735,52.37281,52.349573,4.87849
22,4.828651,52.361096,52.342896,4.865742
308,4.810795,52.3437,52.346192,4.91258
431,4.825406,52.345571,52.341496,4.834344
261,4.804523,52.36009,52.344357,4.86486
34,4.88463,52.35548,52.33547,4.95522
69,4.87415,52.3618,52.33637,4.875579
125,4.86794,52.37019,52.3348,4.87017
132,4.8683,52.39156,52.33804,4.87809
153,4.876393,52.36353,52.324657,4.9030000000000005
169,4.87614,52.365672,52.32442,4.853355
182,4.8577,52.34551,52.32186,4.85301
187,4.86976,52.37988,52.3361,4.89039
217,4.86789,52.341508,52.3348,4.793329
237,4.8708100000000005,52.34733,52.33681,4.8741
315,4.85272,52.34622,52.33099,4.8652
318,4.852777,52.34629,52.330921,4.86517
332,4.8684,52.34616,52.33787,4.87273
355,4.875581,52.378059,52.331132,4.881248
358,4.86852,52.36219,52.33723,4.857483
368,4.8736619999999995,52.36606,52.336565,4.87292
392,4.86839,52.36353,52.33807,4.90301
413,4.86799,52.38119,52.33482,4.89723
421,4.86889,52.349535,52.34106,4.918917
428,4.86788,52.37523,52.3348,4.8625
69,4.883264,52.3364,52.332072,4.87409
332,4.890907,52.35262,52.339164,4.87669
442,4.876062,52.34031,52.333513,4.825634
335,4.879651,52.38282,52.327623,4.91316
356,4.874211,52.33826,52.335628,4.921
326,4.891157,52.37602,52.337915,4.89136
442,4.86969,52.34135,52.34065,4.86856
240,4.872569,52.36743,52.341732,4.87211
123,4.877984,52.36196,52.344242,4.88327
362,4.866411,52.35764,52.333174,4.89574
372,4.857075,52.34757,52.334328,4.8747300000000005
245,4.86784,52.370367,52.343583,4.882643
84,4.873552,52.35529,52.33666,4.90317
203,4.856612,52.36414,52.33708,4.877545
376,4.869016,52.3649,52.339632,4.8625
50,4.869594,52.361354,52.340649,4.886763
298,4.873575,52.36803,52.336795,4.86529
17,4.871659,52.35997,52.336441,4.86169
229,4.8834409999999995,52.341732,52.332002,4.872569
204,4.884494,52.3463,52.337173,4.9152000000000005
287,4.860483,52.33681,52.33549,4.87356
65,4.873472,52.33198,52.336702,4.88337
220,4.868573,52.332002,52.325747,4.8834409999999995
276,4.868103,52.37185,52.334798,4.89414
174,4.873009,52.32186,52.341763,4.8577
184,4.865538,52.36862,52.334909,4.86812
384,4.857826,52.33809,52.323457,4.86834
83,4.875521,52.33667,52.327915,4.87357
105,4.874217,52.36414,52.339813,4.87712
349,4.868382,52.37943,52.338107,4.89156
32,4.891229,52.33547,52.340176,4.8845
345,4.86353,52.365714,52.327957,4.853358
334,4.885014,52.3355,52.327804,4.87421
387,4.868411,52.36264,52.338225,4.8798
139,4.891901,52.346173,52.337764,4.915513
363,4.874105,52.365495,52.339721,4.861078
135,4.868458,52.336744,52.338139,4.862516
304,4.85835,52.33538,52.335234,4.86038
278,4.863533,52.36081,52.334896,4.88459
238,4.87166,52.33678,52.336405,4.87062
97,4.877143,52.37915,52.337373,4.85695
152,4.868487,52.370642,52.338309,4.8555589999999995
142,4.868611,52.37371,52.338404,4.96426
158,4.872384,52.37991,52.341697,4.887436
146,4.866284,52.337764,52.333083,4.891901
245,4.862171,52.33651,52.333708,4.87159
323,4.866928,52.32765,52.333157,4.8792100000000005
212,4.868086,52.36782,52.334818,4.9246300000000005
80,4.872613,52.34406,52.341777,4.91117
416,4.8921,52.36855,52.3395,4.88777
97,4.879237,52.33702,52.331525,4.87703
129,4.875775,52.33474,52.339847,4.8679
310,4.884545,52.3353,52.337278,4.85774
177,4.873556,52.32438,52.336719,4.87628
98,4.86204,52.331525,52.336326,4.879237
388,4.869674,52.33956,52.340572,4.869
425,4.852753,52.34595,52.330964,4.91479
95,4.87348,52.38443,52.336677,4.87259
227,4.868474,52.337173,52.333488,4.884494
413,4.857832,52.34421,52.328024,4.91835
310,4.875742,52.3372,52.331205,4.88449
330,4.867981,52.366516,52.34089,4.859351
314,4.875485,52.363337,52.331888,4.864303
192,4.868012,52.36873,52.334817,4.86925
244,4.861597,52.33369,52.327977,4.86228
309,4.8669,52.33119,52.33338,4.87573
160,4.875401,52.341697,52.331944,4.872384
322,4.85917,52.33188,52.335062,4.8755
242,4.8807279999999995,52.3256,52.324742,4.86857
181,4.868392,52.3367,52.33349,4.87364
141,4.868081,52.33804,52.334824,4.86831
19,4.891322,52.336441,52.340468,4.871659
0,4.8740559999999995,52.36428,52.339796,4.87612
287,4.887686,52.36116,52.332079,4.86929
153,4.861694,52.33814,52.327972,4.8685
273,4.858017,52.334897,52.338129,4.863618
96,4.868315,52.33636,52.338018,4.86205
193,4.857385,52.3549,52.326997,4.94155
19,4.872633,52.352678,52.341772,4.863698
143,4.87295,52.3479,52.341746,4.91464
132,4.874322,52.37059,52.339611,4.87037
387,4.868375,52.340155,52.338109,4.821854
159,4.8684449999999995,52.37922,52.338065,4.85669
321,4.875911,52.34079,52.332077,4.868510000000001
129,4.891830000000001,52.333396,52.33802,4.866188
79,4.869572,52.32774,52.340489,4.87571
379,4.874314,52.338225,52.339798,4.868411
420,4.868535,52.375167,52.338198,4.871123
344,4.873493,52.331138,52.336705,4.875577
212,4.874266,52.35823,52.339831,4.85723
258,4.872428,52.36543,52.341715,4.8677
64,4.875675,52.3676,52.32774,4.86433
322,4.872612,52.33183,52.337918,4.8757
262,4.876523,52.35397,52.337919,4.89379
155,4.873428,52.331944,52.336677,4.875401
102,4.868458,52.374202,52.339323,4.859885
229,4.873716,52.32473,52.336805,4.88056
79,4.868938,52.34062,52.339535,4.86964
6,4.86752,52.33823,52.33745,4.86899
6,4.86867,52.33745,52.34004,4.86752
6,4.86956,52.34004,52.33775,4.86867
6,4.86773,52.33775,52.33732,4.86956
218,4.889339,52.33988,52.332273,4.87423
5,4.86911,52.33732,52.33846,4.86773
255,4.8751359999999995,52.368729,52.343178,4.878526
27,4.927,52.36071,52.36332,4.859311
28,4.91946,52.34619,52.35733,4.9154
53,4.928,52.36626,52.3616,4.86949
63,4.92136,52.37239,52.35911,4.9181
73,4.91799,52.369631,52.36181,4.880723
83,4.92531,52.36386,52.3558,4.87885
117,4.915973,52.378107,52.350914,4.906798
159,4.92102,52.3614,52.35889,4.90921
245,4.91076,52.343178,52.36009,4.8751359999999995
293,4.92698,52.35243,52.35625,4.92443
295,4.91239,52.34589,52.35354,4.91956
298,4.9163,52.36318,52.35913,4.87669
313,4.9292,52.36676,52.36195,4.870689
347,4.92559,52.382749,52.36159,4.891129
371,4.90857,52.34279,52.35859,4.8285800000000005
408,4.912128,52.32797,52.3536,4.858
418,4.91788,52.3309,52.358055,4.85272
419,4.924833,52.373883,52.359799,4.883175
111,4.912835,52.341195,52.358202,4.855417
45,4.917889,52.34016,52.358135,4.82179
433,4.92443,52.37064,52.361465,4.870340000000001
390,4.914532,52.35859,52.355195,4.90857
240,4.909349,52.349579,52.359735,4.786824
411,4.930556,52.35805,52.361034,4.91787
177,4.909271,52.35149,52.359154,4.91647
50,4.927556,52.36162,52.365457,4.928
78,4.91579,52.35551,52.352817,4.95542
278,4.909738,52.33204,52.358819,4.88757
389,4.924267,52.377088,52.362640999999996,4.85821
344,4.916085,52.35728,52.359102,4.9459800000000005
304,4.908258,52.36421,52.359847,4.85545
136,4.924478,52.338,52.355456,4.8683
73,4.909188,52.33653,52.358498,4.87379
240,4.926061,52.35011,52.365454,4.94447
104,4.912762,52.35566,52.352802,4.95548
100,4.907987,52.38427,52.3575,4.84659
99,4.928133,52.35098,52.355922,4.888072
63,4.930486,52.35906,52.361057,4.92139
14,4.90707,52.35357,52.356811,4.93062
347,4.927399,52.361623,52.357221,4.925485
361,4.906832,52.35414,52.357412,4.92974
194,4.91163,52.343143,52.351895999999996,4.92946
353,4.925969,52.3574,52.354565,4.92743
361,4.914358,52.37856,52.355189,4.8833
146,4.912228,52.34223,52.356764,4.94848
217,4.913353,52.33707,52.35814,4.85659
27,4.924501,52.36326,52.361937,4.92703
361,4.929289,52.3687,52.36304,4.88921
64,4.91037,52.349505,52.356742,4.9178429999999995
211,4.914982,52.35809,52.358719,4.9133
95,4.909504,52.35611,52.353893,4.9284
276,4.91184,52.36607,52.355156,4.86195
201,4.9277,52.363527,52.356705,4.878603
342,4.928697,52.32776,52.356092,4.88503
92,4.921049,52.33665,52.358831,4.87362
59,4.9292169999999995,52.36104,52.362071,4.9305
195,4.91203,52.36378,52.354795,4.87256
12,4.912037,52.35682,52.356649,4.90699
407,4.90667,52.381253,52.357433,4.897162
195,4.9295100000000005,52.36359,52.360417,4.91034
310,4.92047,52.3619,52.354143,4.92925
59,4.924974,52.360455,52.360097,4.863041
378,4.91594,52.3408,52.350897,4.86966
377,4.927379,52.376483,52.362474,4.882191
211,4.920276,52.36146,52.356861,4.874
72,4.908445,52.35844,52.356449,4.90931
59,4.92766,52.36008,52.356986,4.92502
68,4.919983,52.35653,52.35677,4.90853
145,4.924282,52.34188,52.361779,4.94924
173,4.9103259999999995,52.37278,52.352898,4.8782
141,4.914813,52.35675,52.349506,4.91219
227,4.922496,52.36139,52.354938,4.9093
162,4.926034,52.36829,52.365347,4.915760000000001
404,4.911083,52.36042,52.355373,4.85448
47,4.924492,52.35768,52.361484,4.991122
35,4.920211,52.34025,52.353991,4.89151
403,4.912423,52.36006,52.354559,4.86143
405,4.91926,52.34633,52.35534,4.81196
399,4.94594,52.333342,52.314903,4.91384
38,4.800665,52.35205,52.377179,4.8735
212,4.827167,52.3786,52.374683,4.89414
241,4.81729,52.37663,52.37009,4.884736
53,4.800725,52.349573,52.377271,4.786735
226,4.797482,52.3783,52.381797,4.88125
449,4.79744,52.379082,52.381828,4.8942239999999995
69,4.8007100000000005,52.36224,52.377183,4.85529
84,4.827528,52.35593,52.374148,4.92534
364,4.800691,52.385895,52.377165,4.827935
186,4.82687,52.3269,52.35942,4.85738
363,4.82519,52.34616,52.34654,4.8107
432,4.83445,52.34157,52.34549,4.8254
403,4.825175,52.35531,52.346595,4.91932
6,4.833508,52.33782,52.357335,4.86855
390,4.839384,52.33809,52.349938,4.86833
84,4.833448,52.365503,52.36427,4.868081
416,4.843005,52.33941,52.36909,4.892
95,4.84079,52.35385,52.354774,4.90945
333,4.838124,52.36723,52.372273,4.8736
412,4.842935,52.339798,52.369101,4.874314
113,4.842957,52.33961,52.369092,4.86892
398,4.839371,52.35094,52.349909,4.9159500000000005
231,4.835468,52.3785,52.356516,4.88326
83,4.83781,52.37517,52.371945,4.8911999999999995
326,4.82663,52.3722,52.359285,4.83819
113,4.826582,52.37842,52.362757,4.84698
111,4.838,52.38269,52.372221,4.8850999999999996
270,4.833456,52.355156,52.356469,4.91184
192,4.8429780000000004,52.369345,52.369109,4.851169
65,4.834292,52.377183,52.356539,4.8007100000000005
364,4.827773,52.34154,52.348163,4.82549
314,4.843049,52.348719,52.369125,4.875877
411,4.843044,52.36611,52.36912,4.87309
396,4.834518,52.349953,52.345602,4.839469
114,4.834217,52.36266,52.364228,4.82654
34,4.827794,52.34615,52.348088,4.81579
439,4.8408809999999995,52.33796,52.355185,4.86833
6,4.842925,52.35742,52.369132,4.83371
56,4.833803,52.37732,52.364205,4.80075
308,4.837637,52.35354,52.371596,4.91239
108,4.839449,52.339813,52.349606,4.874217
292,4.832972,52.36577,52.357408,4.85336
414,4.833859,52.34655,52.36422,4.82529
384,4.842903,52.3435,52.369001,4.86032
443,4.839433,52.355638,52.349747,4.84106
66,4.837661,52.35653,52.371751,4.83419
277,4.827741,52.35739,52.359248,4.8329
50,4.837465,52.36433,52.370622,4.83392
22,4.834427,52.342896,52.345563,4.828651
103,4.835433,52.370823,52.356442,4.85456
235,4.839388,52.367215,52.349943,4.853365
176,4.92687,52.3858,52.40003,4.91885
72,4.939835,52.390868,52.396989,4.911558
286,4.89035,52.38007,52.4057,4.89049
52,4.89096,52.381253,52.40549,4.897142
174,4.79639,52.349731,52.35124,4.787726
227,4.807622,52.35975,52.360235,4.90829
256,4.805735,52.33778,52.367623,4.87669
273,4.802384,52.35659,52.352683999999996,4.83344
280,4.8033,52.35924,52.35914,4.82768
392,4.794257,52.358,52.357191,4.80011
240,4.800056,52.37489,52.358373,4.86065
62,4.807022,52.34999,52.353679,4.83945
190,4.8036069999999995,52.35267,52.358792,4.8403
